countrycode,period,tercile,emp,emp_ref,index
PER,2023Q1,3.0,3474956.586230583,3326500.2800187403,104.46283762859045
PER,2023Q2,1.0,5416020.91838409,5866415.074404895,92.32249763597754
PER,2023Q2,2.0,7311145.955498074,7153769.432160792,102.19991047838045
PER,2023Q2,3.0,3535334.5163845206,3326500.2800187403,106.2778962509092
PER,2023Q3,1.0,5291219.34316587,5866415.074404895,90.1951068251444
PER,2023Q3,2.0,7284786.175293316,7153769.432160792,101.83143648079458
PER,2023Q3,3.0,3582304.659081488,3326500.2800187403,107.68989501065985
PER,2023Q4,1.0,5172990.125433236,5866415.074404895,88.17974963965533
PER,2023Q4,2.0,7423050.307801658,7153769.432160792,103.76418164150323
PER,2023Q4,3.0,3571984.9089786224,3326500.2800187403,107.3796665653219
PER,2024Q1,1.0,5307568.705361646,5866415.074404895,90.47380108711553
PER,2024Q1,2.0,7295369.63208872,7153769.432160792,101.9793788613223
PER,2024Q1,3.0,3532106.2742993752,3326500.2800187403,106.18085005179908
PER,2024Q2,1.0,5324665.052713197,5866415.074404895,90.76522859667145
PER,2024Q2,2.0,7487524.195270868,7153769.432160792,104.66543919642747
PER,2024Q2,3.0,3504242.762194628,3326500.2800187403,105.34322763306325
PER,2024Q3,1.0,5301039.127495012,5866415.074404895,90.36249669109483
PER,2024Q3,2.0,7429177.637255276,7153769.432160792,103.84983340190342
PER,2024Q3,3.0,3567642.1767000635,3326500.2800187403,107.24911698128474
PER,2024Q4,1.0,5442245.355994586,5866415.074404895,92.76952426600434
PER,2024Q4,2.0,7427808.758304662,7153769.432160792,103.83069832963706
PER,2024Q4,3.0,3638262.871025011,3326500.2800187403,109.37208972681987
PER,2025Q1,1.0,5412481.445692527,5866415.074404895,92.26216312765055
PER,2025Q1,2.0,7487257.341297559,7153769.432160792,104.661708939591
PER,2025Q1,3.0,3510038.1399149653,3326500.2800187403,105.51744609789093
PER,2025Q2,1.0,5338585.652112666,5866415.074404895,91.00252171730665
PER,2025Q2,2.0,7552306.020952424,7153769.432160792,105.57100131016179
PER,2025Q2,3.0,3551494.6479807626,3326500.2800187403,106.7636960475697
PER,2025Q3,1.0,5337440.4109216565,5866415.074404895,90.98299972344014
PER,2025Q3,2.0,7508025.075519301,7153769.432160792,104.95201371413931
PER,2025Q3,3.0,3796994.714882752,3326500.2800187403,114.14382670249951
PER,2025Q4,1.0,5416073.343763,5866415.074404895,92.32339128871511
PER,2025Q4,2.0,7600734.840816,7153769.432160792,106.24797056843641
PER,2025Q4,3.0,3922090.7381820004,3326500.2800187403,117.90441629422935
PER,2026Q1,1.0,5500576.715574789,5866415.074404895,93.76385144606874
PER,2026Q1,2.0,7459134.208816539,7153769.432160792,104.26858566733974
PER,2026Q1,3.0,3695519.8129556845,3326500.2800187403,111.09332637527586
PER,2026Q2,1.0,5364623.404418131,5866415.074404895,91.44636607498035
PER,2026Q2,2.0,7572213.292739105,7153769.432160792,105.84927798619199
PER,2026Q2,3.0,3985775.5615133103,3326500.2800187403,119.81888549520446
PHL,2021Q1,1.0,13930970.667500006,15952155.809025,87.32970536570674
PHL,2021Q1,2.0,13631985.192000005,14705823.820199994,92.69786826410255
PHL,2021Q1,3.0,13596090.222900003,15090776.018625006,90.09536823102891
PHL,2021Q2,1.0,15054268.7221,15952155.809025,94.37137464256074
PHL,2021Q2,2.0,13446802.325899996,14705823.820199994,91.43861976252838
PHL,2021Q2,3.0,14668274.4234,15090776.018625006,97.2002659458761
PHL,2021Q3,1.0,14230867.341400009,15952155.809025,89.2096811977528
PHL,2021Q3,2.0,13302859.61659998,14705823.820199994,90.45980544338568
PHL,2021Q3,3.0,14052666.43130001,15090776.018625006,93.12089990571882
PHL,2021Q4,1.0,15246604.425400002,15952155.809025,95.57707815751255
PHL,2021Q4,2.0,13603991.717599992,14705823.820199994,92.50751188052097
PHL,2021Q4,3.0,14883298.95830001,15090776.018625006,98.6251398863191
PHL,2022Q1,1.0,14812933.489699997,15952155.809025,92.85850556524477
PHL,2022Q1,2.0,13921846.359499991,14705823.820199994,94.66893204838257
PHL,2022Q1,3.0,14443523.95100002,15090776.018625006,95.71094245368066
PHL,2022Q2,1.0,15772440.778900001,15952155.809025,98.87341226931018
PHL,2022Q2,2.0,14753893.572300004,14705823.820199994,100.32687561531903
PHL,2022Q2,3.0,15025984.267799998,15090776.018625006,99.57065328684858
PHL,2022Q3,1.0,16632320.018000003,15952155.809025,104.26377611350934
PHL,2022Q3,2.0,14888115.13029999,14705823.820199994,101.23958584251227
PHL,2022Q3,3.0,15761975.018099995,15090776.018625006,104.44774343378099
PHL,2022Q4,1.0,16590928.9495,15952155.809025,104.0043060519357
PHL,2022Q4,2.0,15259440.218699995,14705823.820199994,103.76460649378616
PHL,2022Q4,3.0,15131620.837600013,15090776.018625006,100.2706608256898
PHL,2023Q1,1.0,16257478.596299995,15952155.809025,101.91399075416663
PHL,2023Q1,2.0,15448504.29859999,14705823.820199994,105.05024735424782
PHL,2023Q1,3.0,15557268.461399987,15090776.018625006,103.0912422409506
PHL,2023Q2,1.0,16489185.161099996,15952155.809025,103.36650016777776
PHL,2023Q2,2.0,15300542.209600003,14705823.820199994,104.0441011443582
PHL,2023Q2,3.0,16186079.498799996,15090776.018625006,107.2580991118228
PHL,2023Q3,1.0,15240353.841200003,15952155.809025,95.53789483787331
PHL,2023Q3,2.0,14475247.822399987,14705823.820199994,98.43207697427133
PHL,2023Q3,3.0,14736922.128100017,15090776.018625006,97.65516438592512
PHL,2023Q4,1.0,16036883.323400006,15952155.809025,100.53113519820982
PHL,2023Q4,2.0,15497656.131100012,14705823.820199994,105.38448114557411
PHL,2023Q4,3.0,16158593.787599998,15090776.018625006,107.07596327489782
PHL,2024Q1,1.0,15630038.299299996,15952155.809025,97.98072741025533
PHL,2024Q1,2.0,14972094.52010001,14705823.820199994,101.81064796610895
PHL,2024Q1,3.0,15204839.329900032,15090776.018625006,100.75584788439141
PHL,2024Q2,1.0,16126330.9015,15952155.809025,101.09185927319277
PHL,2024Q2,2.0,15832378.553599987,14705823.820199994,107.66060267805297
PHL,2024Q2,3.0,16303842.479999984,15090776.018625006,108.03846309744318
PHL,2024Q3,1.0,15594589.123399993,15952155.809025,97.75850555933819
PHL,2024Q3,2.0,15814708.083399998,14705823.820199994,107.54044300243034
PHL,2024Q3,3.0,16172330.060900012,15090776.018625006,107.16698757532517
PHL,2024Q4,1.0,15600241.853900006,15952155.809025,97.79394108647122
PHL,2024Q4,2.0,16183468.540099999,14705823.820199994,110.04802408873078
PHL,2024Q4,3.0,16293481.315100007,15090776.018625006,107.96980417037948
PHL,2025Q1,1.0,15884946.186,15952155.809025,99.5786799989317
PHL,2025Q1,2.0,16220623.064700011,14705823.820199994,110.30067586162212
PHL,2025Q1,3.0,16272712.444100004,15090776.018625006,107.83217790798997
PHL,2025Q2,1.0,16140898.746,15952155.809025,101.18318137833268
PHL,2025Q2,2.0,16197964.935200002,14705823.820199994,110.14659996776511
PHL,2025Q2,3.0,16198362.283399995,15090776.018625006,107.33949177569137
ZAF,2022Q1,1.0,4908185.304957086,5074186.158058183,96.72852260578821
ZAF,2022Q1,2.0,4691227.245087712,4781081.780046634,98.12062334231719
ZAF,2022Q1,3.0,4613424.745738514,4962897.398020385,92.95829383010678
ZAF,2022Q2,1.0,5118749.932282934,5074186.158058183,100.87824476352687
ZAF,2022Q2,2.0,4838125.518622006,4781081.780046634,101.19311363410344
ZAF,2022Q2,3.0,4903514.440249722,4962897.398020385,98.80346190928007
ZAF,2022Q3,1.0,5059455.363110535,5074186.158058183,99.70969147585856
ZAF,2022Q3,2.0,4868149.883660604,4781081.780046634,101.82109630455058
ZAF,2022Q3,3.0,5079153.982150064,4962897.398020385,102.3425143581661
ZAF,2022Q4,1.0,5210354.031882178,5074186.158058183,102.68354115482639
ZAF,2022Q4,2.0,4726824.472816213,4781081.780046634,98.86516671902875
ZAF,2022Q4,3.0,5255496.42394324,4962897.398020385,105.89572990244707
ZAF,2023Q1,1.0,5247068.443776516,5074186.158058183,103.40709387344378
ZAF,2023Q1,2.0,4794284.576843922,4781081.780046634,100.27614664221784
ZAF,2023Q1,3.0,5307463.852207961,4962897.398020385,106.94284863364327
ZAF,2023Q2,1.0,5287158.422121731,5074186.158058183,104.19717088474043
ZAF,2023Q2,2.0,4940910.064702581,4781081.780046634,103.34293141194475
ZAF,2023Q2,3.0,5222871.743276387,4962897.398020385,105.23835824935051
ZAF,2023Q3,1.0,5322198.67402773,5074186.158058183,104.8877299382421
ZAF,2023Q3,2.0,5193677.287521734,4781081.780046634,108.62975214515312
ZAF,2023Q3,3.0,5233729.782220216,4962897.398020385,105.45714252137998
ZAF,2023Q4,1.0,5351263.160053737,5074186.158058183,105.4605210247467
ZAF,2023Q4,2.0,4945705.396967955,4781081.780046634,103.44322947179779
ZAF,2023Q4,3.0,5544406.805900123,4962897.398020385,111.71713539981086
ZAF,2024Q1,1.0,5350547.104304683,5074186.158058183,105.44640928885943
ZAF,2024Q1,2.0,5162994.893967552,4781081.780046634,107.98800630256513
ZAF,2024Q1,3.0,5280424.444856772,4962897.398020385,106.39801755649923
ZAF,2024Q2,1.0,5423343.8893744,5074186.158058183,106.88105876371381
ZAF,2024Q2,2.0,5054607.53675802,4781081.780046634,105.72100142383921
ZAF,2024Q2,3.0,5217932.860135082,4962897.398020385,105.13884212509464
ZAF,2024Q3,1.0,5570343.602514135,5074186.158058183,109.77806940858913
ZAF,2024Q3,2.0,5362020.916388488,4781081.780046634,112.15078852585926
ZAF,2024Q3,3.0,5213502.578305898,4962897.398020385,105.0495740731105
ZAF,2024Q4,1.0,5686123.586126925,5074186.158058183,112.05981430336253
ZAF,2024Q4,2.0,5274143.255582248,4781081.780046634,110.31275971043533
ZAF,2024Q4,3.0,5291860.258035937,4962897.398020385,106.62844370199494
ZAF,2025Q1,1.0,5452624.098813064,5074186.158058183,107.45810123962231
ZAF,2025Q1,2.0,5104775.711915886,4781081.780046634,106.7703073647507
ZAF,2025Q1,3.0,5420508.69303105,4962897.398020385,109.22064790606387
ZAF,2025Q2,1.0,5434742.436905361,5074186.158058183,107.10569670910846
ZAF,2025Q2,2.0,5060073.714402265,4781081.780046634,105.83533073037938
ZAF,2025Q2,3.0,5411737.42639443,4962897.398020385,109.04391109421445
ZAF,2025Q3,1.0,5526916.366746129,5074186.158058183,108.9222230833801
ZAF,2025Q3,2.0,5290926.489803364,4781081.780046634,110.66379395317007
ZAF,2025Q3,3.0,5348409.48882143,4962897.398020385,107.76788355436926
ZAF,2025Q4,1.0,5559869.72310048,5074186.158058183,109.57165444691057
ZAF,2025Q4,2.0,5285271.464785844,4781081.780046634,110.54551475867648
ZAF,2025Q4,3.0,5323855.928803784,4962897.398020385,107.27314110759934
ZAF,2026Q1,1.0,5414075.918579839,5074186.158058183,106.69840935933905
ZAF,2026Q1,2.0,5119785.728245479,4781081.780046634,107.08425339245171
ZAF,2026Q1,3.0,5315404.085332827,4962897.398020385,107.10284051919048
ZAF,2026Q2,1.0,5509571.326335969,5074186.158058183,108.58039407139925
ZAF,2026Q2,2.0,5041793.503615536,4781081.780046634,105.45298607225159
ZAF,2026Q2,3.0,5339224.998093966,4962897.398020385,107.58282047546847
